insee_code,total_rooftops,pv_rooftops_count
06047,219,0
06048,6693,184
06049,175,1
06050,649,7
06051,279,1
06052,320,5
06053,339,5
06054,2427,64
06055,198,5
06056,347,1
06057,1952,40
06058,566,15
06059,3529,52
06060,1838,52
06061,184,1
06062,752,7
06063,232,3
06064,3705,93
06065,6003,222
06066,1495,33
06067,1146,16
06068,441,3
06069,23042,578
06070,751,7
06071,1201,10
06072,464,1
06073,1567,5
06074,2477,31
06075,3905,124
06076,89,0
06077,1812,34
06078,416,2
06079,9447,156
06080,205,0
06081,404,5
06082,219,5
06083,7829,62
06084,8585,226
06085,17509,330
06086,728,11
06087,82,3
06088,50322,855
06089,3132,40
06090,4391,125
06091,3336,39
06092,1495,23
06093,424,18
06094,1311,8
06095,7605,201
06096,223,2
06097,482,13
06098,225,3
06099,1346,21
06100,287,8
06101,456,4
06102,229,4
06103,2091,33
06104,6000,69
06105,8182,194
06106,668,20
06107,185,2
06108,4657,129
06109,713,25
06110,625,0
06111,721,2
06112,3970,118
06113,1326,15
06114,2159,61
06115,212,7
06116,598,8
06117,930,25
06118,4642,110
06119,342,0
06120,3192,19
06121,2670,16
06122,3929,106
06123,8071,158
06124,122,5
06125,452,2
06126,1681,62
06127,2375,21
06128,4966,66
06129,640,1
06130,2699,115
06131,142,0
06132,937,0
06133,254,4
06134,832,15
06135,432,4
06136,3845,116
06137,1674,25
06138,2502,15
06139,184,1
06140,3382,110
06141,633,13
06142,315,3
06143,670,12
06144,675,11
06145,315,2
06146,233,4
06147,3472,115
06148,5250,107
06149,4480,68
06150,3327,36
06151,1390,20
06152,7792,185
06153,1963,31
06154,765,19
06155,12581,199
06156,410,4
06157,11982,278
06158,849,13
06159,3777,27
06160,314,3
06161,8265,176
06162,1494,6
06163,2884,16
07001,484,14
07002,741,9
07003,331,3
07004,289,5
07005,2107,44
07006,360,4
07007,1225,18
07008,1349,37
07009,1051,18
07010,7690,214
07011,1439,10
07012,719,9
07013,1338,32
07014,801,15
07015,603,10
07017,1423,28
07018,200,3
07019,8427,179
07020,606,6
07022,1349,33
07023,997,9
07024,1677,28
07025,573,5
07026,482,3
07027,1383,30
07028,1040,20
07029,753,9
07030,503,3
07031,1741,28
07032,311,10
07033,514,11
07034,378,14
07035,964,28
07036,535,14
07037,384,1
07038,137,1
07039,665,9
07040,455,8
07041,2004,80
07042,5211,131
07044,324,7
07045,1361,9
07047,304,3
07048,625,7
07049,178,1
07050,1672,25
07051,671,10
07052,955,17
07053,1055,17
07054,377,9
07055,2222,69
07056,849,50
07058,1561,30
07059,238,5
07060,399,14
07061,800,11
07062,377,12
07063,503,28
07064,2171,43
07065,561,12
07066,3105,79
07067,336,14
07068,847,31
07069,1045,32
07070,1862,71
07071,1097,14
07072,1968,52
07073,761,19
07074,332,6
07075,404,7
07076,2747,54
07077,510,8
07078,2532,82
07079,1899,49
07080,734,14
07081,359,2
07082,449,2
07083,697,20
07084,1319,37
07085,1229,27
07086,1083,25
07087,651,11
07088,332,1
07089,1714,63
07090,1060,32
07091,467,15
07092,144,1
07093,669,5
07094,355,6
07095,897,8
07096,922,7
07097,594,21
07098,258,4
07099,1112,19
07100,1234,12
07101,1749,45
07102,4314,95
07103,679,11
07104,368,5
07105,302,5
07106,396,3
07107,1985,27
07108,168,1
07109,748,10
07110,2399,38
07111,490,8
07112,598,6
07113,694,14
07114,451,4
07115,1739,30
07116,1020,18
07117,3775,78
07118,496,12
07119,437,4
07120,181,2
07121,640,11
07122,1707,51
07123,337,7
07124,161,0
07126,1903,52
07127,1188,25
07128,639,8
07129,2408,41
07130,478,4
07131,740,15
07132,1780,30
07133,326,4
07134,1328,37
07136,264,1
07137,138,2
07138,2740,83
07139,346,3
07140,896,38
07141,420,8
07142,770,7
07143,845,34
07144,85,1
07145,1365,36
07146,755,11
07147,899,5
07148,767,3
07149,439,4
07150,823,16
07151,563,8
07152,1134,27
07153,776,7
07154,346,2
07155,1626,46
07156,1542,25
07157,1212,23
07158,310,3
07159,1229,22
07160,125,3
07161,1323,19
07162,952,21
07163,280,6
07165,1051,27
07166,610,10
07167,1371,48
07168,1022,32
07169,465,13
07170,563,9
07171,1163,22
07172,2465,86
07173,154,1
07174,580,11
07175,212,1
07176,361,7
07177,901,27
07178,921,12
07179,253,2
07181,2105,37
07182,1555,34
07183,777,16
07184,953,23
07185,1075,29
07186,4234,106
07187,383,7
07188,1769,50
07189,687,7
07190,529,4
07191,2123,33
07192,617,10
07193,344,4
07194,690,15
07195,180,2
07196,641,15
07197,2576,100
07198,1297,32
07199,2170,59
07200,179,6
07201,3321,63
07202,681,7
07203,250,4
07204,2393,43
07205,1653,48
07206,211,5
07207,2484,46
07208,297,2
07209,165,3
07210,1068,17
07211,1157,7
07212,373,4
07213,431,7
07214,401,12
07215,416,11
07216,812,21
07217,1025,36
07218,708,8
07219,299,10
07220,313,2
07221,437,6
07222,249,11
07223,236,3
07224,503,9
07225,1103,50
07226,256,3
07227,1258,41
07228,1009,43
07229,901,23
07230,756,29
07231,3479,82
07232,881,17
07233,617,15
07234,327,8
07235,415,2
07236,1533,29
07237,1140,24
07238,609,10
07239,337,4
07240,2063,79
07241,799,20
07242,300,6
07243,378,8
07244,655,14
07245,2255,76
07247,987,27
07248,479,10
07249,292,4
07250,568,10
07251,351,4
07253,500,3
07254,1149,32
07255,1347,37
07257,307,4
07258,484,6
07259,1653,44
07260,997,39
07261,1686,35
07262,549,4
07263,314,0
07264,3257,82
07265,1103,37
07266,400,3
07267,542,2
07268,1519,31
07269,1544,25
07270,665,11
07272,512,11
07273,501,6
07274,473,11
07275,459,3
07276,361,11
07277,322,8
07278,860,20
07279,2218,53
07280,1421,35
07281,5115,195
07282,788,4
07283,114,3
07284,739,9
07285,187,3
07286,840,13
07287,546,13
07288,1357,42
07289,1963,46
07290,475,10
07291,1534,36
07292,1242,44
07293,858,32
07294,1231,19
07295,1318,24
07296,1763,43
07297,823,27
07298,856,32
07299,318,6
07300,686,12
07301,1560,45
07302,941,40
07303,545,8
07304,1667,17
07305,781,19
07306,578,15
07307,935,18
07308,1815,51
07309,1595,34
07310,795,38
07311,321,3
07312,651,16
07313,1017,18
07314,996,25
07315,1018,14
07316,1716,66
07317,986,32
07318,392,5
07319,6131,132
07321,262,13
07322,1994,27
07323,1512,35
07324,5745,161
07325,2365,66
07326,253,3
07327,569,11
07328,1227,22
07329,894,14
07330,4177,108
07331,3690,49
07332,737,22
07333,1108,28
07334,4211,71
07335,452,2
07336,428,9
07337,2518,100
07338,2391,63
07339,2388,57
07340,1625,49
07341,2752,59
07342,1104,35
07343,1616,46
07344,486,25
07345,970,21
07346,4087,81
07347,616,12
07348,1346,19
07349,3227,60
08001,584,5
08003,1323,13
08004,270,1
08005,157,1
08006,418,4
08008,766,15
08010,251,2
08011,250,2
08013,371,2
08014,215,8
08015,210,1
08016,386,2
08017,216,3
08018,170,1
08019,124,3
08020,147,1
08021,170,1
08022,269,2
08023,141,3
08024,1238,9
08025,1270,18
08026,326,1
08028,791,3
08029,118,3
08030,154,1
08031,129,1
08032,332,6
08033,195,1
08034,437,1
08035,136,0
08036,244,3
08037,827,3
08038,378,6
08039,592,9
08040,583,7
08041,275,2
08043,1132,12
08044,140,0
08046,363,9
08047,162,0
08048,386,6
08049,174,4
08052,214,2
08053,1899,14
08055,598,1
08056,150,0
08057,402,2
08058,199,1
08059,125,1
08060,313,5
08061,115,2
08062,234,2
08063,199,3
08064,299,7
08065,137,0
08066,162,2
08067,936,8
08069,409,3
08070,482,3
08071,205,1
08073,216,1
08074,132,3
08075,222,5
08076,804,7
08077,119,2
08078,653,6
08080,176,1
08081,4107,17
08082,172,1
08083,380,2
08084,307,6
08085,334,5
08086,180,3
08087,298,2
08088,130,1
08089,557,7
08090,2021,19
08092,312,4
08094,83,1
08095,263,1
08096,524,8
08097,575,5
08098,142,5
08099,139,2
08100,114,1
08101,135,5
08103,303,4
08104,96,1
08105,20700,107
08106,92,0
08107,1077,14
08109,326,2
08110,206,0
08111,625,11
08115,677,4
08119,367,2
08120,113,0
08121,191,0
08122,836,4
08124,320,6
08125,357,5
08126,230,1
08128,171,1
08130,163,3
08131,195,1
08132,225,2
08133,488,4
08134,212,2
08135,175,3
08136,281,1
08137,413,3
08138,280,1
08139,981,2
08140,861,7
08141,278,3
08142,1549,10
08144,127,0
08145,1539,36
08147,145,0
08148,240,5
08149,200,0
08150,292,4
08151,426,3
08153,321,2
08154,202,3
08155,107,1
08156,538,5
08158,272,3
08159,234,2
08160,229,3
08161,109,0
08162,319,3
08164,404,12
08165,118,0
08166,263,0
08167,190,0
08168,226,3
08169,243,5
08170,182,6
08171,189,2
08172,140,0
08173,1535,13
08174,1927,20
08175,216,3
08179,565,4
08180,1119,24
08182,174,1
08183,917,4
08184,134,1
08185,2909,11
08186,70,2
08187,267,5
08188,1028,5
08189,311,2
08190,4324,16
08191,803,5
08192,224,1
08193,342,4
08194,869,4
08195,381,7
08197,112,0
08199,696,8
08200,299,4
08201,95,1
08202,582,12
08203,353,4
08204,170,1
08206,318,3
08207,319,6
08208,283,2
08209,446,4
08210,253,1
08211,717,9
08212,428,3
08214,512,4
08215,118,3
08216,263,3
08217,155,0
08218,1578,7
08219,190,0
08220,402,7
08222,1746,13
08223,161,3
08225,273,6
08226,287,2
08228,158,1
08229,195,4
08230,269,3
08232,373,2
08233,135,1
08234,130,2
08235,440,3
08236,303,3
08237,600,0
08238,131,2
08239,1146,25
08242,450,1
08243,368,3
08244,140,0
08245,83,5
08246,325,2
08247,144,2
08248,592,1
08249,268,0
08250,316,14
08251,115,1
08252,175,2
08254,630,0
08255,209,1
08256,237,1
08257,229,1
08259,167,1
08260,457,1
08262,640,6
08263,805,2
08264,585,11
08268,115,2
08269,100,1
08271,208,1
08272,126,1
08273,141,4
08274,243,1
08275,258,5
08276,710,4
08277,219,1
08279,84,2
08280,190,0
08281,568,7
08282,952,7
08283,194,3
08284,816,6
08286,230,2
08287,234,7
08289,517,13
08291,197,4
08293,190,4
08294,142,0
08295,217,2
08296,172,1
08297,243,0
08298,1347,13
08300,61,0
08301,167,0
08302,1967,10
08303,477,7
08304,118,0
08305,284,2
08306,120,1
08307,225,1
08309,118,5
08310,146,5
08311,2034,18
08312,241,2
08313,164,1
08314,689,5
08315,117,0
08316,1013,4
08317,155,0
08318,598,4
08319,515,4
08320,699,14
08322,388,2
08325,75,0
08327,1411,10
08328,3933,25
08330,714,6
08331,612,4
08332,111,1
08333,377,2
08334,84,1
08335,126,3
08336,255,2
08338,269,8
08339,535,6
08340,216,3
08341,807,11
08342,258,1
08343,975,6
08344,259,1
08346,1105,7
08347,346,5
08349,554,6
08350,313,4
08351,120,2
08352,209,6
08353,458,5
08354,837,1
08355,480,6
08356,274,5
08357,819,8
08358,256,1
08361,1174,14
08362,4667,23
08363,4662,26
08364,145,0
08365,1056,13
08366,1402,6
08367,2069,12
08368,322,5
08370,475,7
08373,506,0
08374,143,0
08375,191,3
08376,337,3
08377,215,3
08378,225,5
08379,424,14
08380,471,2
08381,884,8
08383,195,1
08384,257,2
08385,785,6
08386,371,3
08388,352,7
08389,364,3
08390,128,1
08391,783,6
08392,250,1
08393,126,3
08395,150,3
08396,343,4
08397,75,1
08398,175,2
08399,181,3
08400,465,6
08402,869,10
08403,1160,9
08404,215,6
08405,407,6
08406,484,8
08407,133,4
08408,378,5
08409,7745,55
08410,458,17
08413,367,5
08415,553,11
08416,333,1
08417,265,3
08418,388,3
08419,1597,15
08420,1348,8
08421,179,2
08422,167,4
08424,178,0
08425,125,0
08426,190,0
08427,339,2
08428,251,1
08429,413,5
08430,92,1
08431,151,5
08432,117,3
08433,156,1
08434,98,0
08435,951,11
08436,384,3
08437,488,5
08438,165,3
08439,255,3
08440,276,0
08444,159,3
08445,346,2
08446,118,0
08448,1369,3
08449,757,10
08450,254,1
08451,624,5
08452,366,0
08453,195,3
08454,158,0
08455,103,2
08456,213,1
08457,835,9
08458,256,2
08459,162,2
08460,200,1
08461,301,2
08462,237,0
08463,141,1
08464,161,0
08465,115,2
08466,135,2
08468,247,1
08469,665,3
08470,206,0
08471,84,0
08472,523,6
08473,416,5
08476,535,5
08477,111,0
08478,276,1
08479,216,0
08480,2409,18
08481,271,1
08482,99,2
08483,366,4
08484,201,4
08485,241,0
08486,1479,3
08487,1540,10
08488,1802,17
08490,3671,25
08491,2479,24
08492,230,2
08494,462,3
08496,228,1
08497,1066,8
08498,285,3
08501,79,1
08502,166,3
08503,129,2
09001,240,0
09002,806,19
09003,609,14
09004,321,2
09005,712,4
09006,109,1
09007,172,11
09008,956,1
09009,479,3
09011,594,1
09012,92,2
09013,157,2
09014,792,3
09015,1149,21
09016,449,10
09017,943,1
09018,267,2
09019,1147,24
09020,187,2
09021,237,5
09022,341,8
09023,492,4
09024,597,2
09025,359,1
09026,477,0
09027,362,1
09029,957,3
09030,2004,4
09031,133,2
09032,2118,11
09033,175,2
09034,121,1
09035,1175,5
09037,112,4
09038,688,7
09039,571,6
09040,445,18
09041,345,8
09042,1970,38
09043,889,23
09044,329,3
09045,476,1
09046,305,1
09047,1727,22
09048,158,4
09049,373,4
09050,561,16
09051,324,5
09052,262,12
09053,100,3
09054,869,11
09055,860,0
09056,465,15
09057,1602,3
09058,381,3
09059,1023,2
09060,945,18
09061,1085,8
09062,1363,2
09063,434,5
09064,145,2
09065,1448,4
09066,1410,20
09067,321,9
09068,177,0
09069,400,1
09070,684,4
09071,515,14
09072,63,0
09073,571,9
09074,318,3
09075,609,13
09076,284,12
09077,446,1
09078,215,3
09079,1224,19
09080,303,2
09081,382,23
09082,939,12
09083,72,1
09084,249,7
09085,693,2
09086,653,4
09087,238,1
09088,76,1
09089,106,2
09090,97,1
09091,563,9
09092,246,3
09093,243,2
09094,548,6
09095,602,0
09096,155,0
09097,246,1
09098,204,2
09099,546,13
09100,490,0
09101,353,16
09102,291,4
09103,1015,22
09104,880,19
09105,1414,15
09106,533,13
09107,1299,26
09108,505,6
09109,322,7
09110,320,1
09111,969,7
09113,2214,6
09114,563,3
09115,210,3
09116,657,13
09117,236,10
09118,744,8
09119,833,9
09120,782,13
09121,806,5
09122,8205,108
09123,331,3
09124,1367,23
09125,803,10
09126,457,0
09127,277,5
09128,535,7
09129,620,2
09130,1300,21
09131,327,3
09132,427,5
09133,134,1
09134,292,0
09136,407,1
09137,239,7
09138,324,8
09139,152,0
09140,340,1
09141,315,0
09142,275,5
09143,150,0
09145,297,12
09146,118,3
09147,205,1
09148,316,3
09149,1038,7
09150,394,4
09151,158,4
09152,260,0
09153,437,8
09154,139,1
09155,226,3
09156,121,1
09157,2915,50
09158,564,8
09159,199,2
09160,6460,104
09161,1067,15
09162,138,0
09163,181,7
09164,1222,21
09165,523,18
09166,234,2
09167,3002,47
09168,330,3
09169,253,1
09170,304,2
09171,179,0
09172,64,0
09173,439,7
09174,415,5
09175,98,5
09176,900,9
09177,477,8
09178,103,3
09179,140,5
09180,281,6
09181,2267,16
09182,2619,7
09183,194,5
09184,167,1
09185,3808,68
09186,162,5
09187,714,9
09188,1833,16
09189,541,1
09190,266,6
09192,527,0
09193,263,2
09194,3820,64
09195,96,2
09196,111,1
09197,153,1
09198,486,5
09199,1190,29
09200,233,6
09201,213,1
09202,573,9
09203,381,2
09204,616,12
09205,226,2
09206,1416,12
09207,1892,34
09208,345,2
09209,2044,32
09210,908,11
09211,283,0
09212,280,0
09213,322,7
09214,2290,18
09215,306,5
09216,139,3
09217,348,5
09218,240,0
09219,762,0
09220,440,2
09221,464,1
09222,211,1
09223,1492,5
09224,796,15
09225,11720,171
09226,163,0
09227,295,6
09228,510,3
09229,652,23
09230,268,1
09231,1498,4
09232,316,0
09233,77,1
09234,218,2
09235,1461,14
09236,638,9
09237,141,0
09238,960,24
09239,624,4
09240,464,1
09241,973,7
09242,91,6
09243,144,3
09244,737,11
09245,1284,21
09246,1097,25
09247,947,5
09249,434,5
09250,254,3
09251,268,2
09252,308,3
09253,655,4
09254,427,11
09255,140,1
09256,105,2
09257,1412,21
09258,507,14
09259,359,8
09260,45,1
09261,6778,77
09262,385,7
09263,218,0
09264,1593,37
09265,2642,63
09266,139,0
09267,1065,1
09268,1815,15
09269,606,14
09270,473,9
09271,170,7
09272,1814,23
09273,865,24
09274,453,7
09275,447,10
09276,366,10
09277,907,17
09279,228,1
09280,2607,35
09281,230,4
09282,5151,125
09283,600,4
09284,248,3
09285,2213,14
09287,62,0
09289,2053,36
09290,1604,2
09291,940,3
09292,175,0
09293,1553,30
09294,207,4
09295,566,1
09296,352,0
09297,85,1
09298,307,1
09299,1629,8
09300,367,18
09301,1528,8
09303,568,7
09305,415,16
09306,2822,32
09307,414,6
09308,447,5
09309,309,2
09310,128,4
09311,104,0
09312,2850,66
09313,622,6
09314,338,12
09315,168,6
09316,224,2
09318,304,2
09319,265,3
09320,122,2
09321,467,8
09322,3122,10
09323,169,1
09324,3550,74
09325,183,0
09326,316,6
09327,445,8
09328,539,11
09329,934,11
09330,122,0
09331,780,26
09332,2511,88
09334,2189,9
09335,315,1
09336,1262,24
09338,296,5
09339,883,36
09340,230,3
09341,162,0
09342,509,7
10002,253,2
10003,3953,40
10004,347,7
10005,333,2
10006,2477,13
10007,204,5
10008,184,0
10009,167,0
10010,118,0
10011,350,2
10012,370,8
10013,149,1
10014,180,5
10015,281,8
10017,297,2
10018,1051,4
10019,590,9
10020,596,9
10021,278,5
10022,321,1
10023,273,0
10024,289,2
10025,489,4
10026,79,3
10027,193,4
10028,431,4
10029,362,6
10030,1113,8
10031,537,4
10032,494,12
10033,3306,30
10034,2409,8
10035,834,11
10037,531,4
10038,257,4
10039,140,2
10040,339,2
10041,128,0
10042,562,5
10043,182,0
10044,82,2
10045,374,4
10046,140,3
10047,93,1
10048,267,8
10049,535,10
10050,373,2
10051,1002,5
10052,439,4
10053,574,6
10054,294,0
10055,401,2
10056,363,3
10057,106,1
10058,523,1
10059,233,2
10060,1853,26
10061,883,9
10062,245,4
10063,562,6
10064,2502,27
10065,185,2
10066,453,5
10067,1497,18
10068,321,4
10069,188,3
10070,868,12
10071,122,0
10072,60,0
10073,210,3
10074,570,2
10075,219,5
10076,589,8
10077,120,1
10078,53,0
10079,297,2
10080,1299,11
10081,4027,25
10082,325,2
10083,372,5
10084,1116,14
10085,95,1
10086,279,6
10087,117,1
10089,771,6
10090,352,2
10091,304,2
10092,204,0
10093,158,0
10094,711,10
10095,396,5
10096,629,8
10097,255,1
10098,704,4
10099,835,5
10100,1202,13
10101,270,1
10102,229,3
10103,217,3
10104,325,4
10105,50,3
10106,169,1
10107,184,1
10108,167,3
10109,271,5
10110,414,13
10111,274,4
10112,383,1
10113,266,6
10114,796,7
10115,1472,24
10116,328,8
10117,194,6
10118,240,0
10119,388,3
10120,422,3
10121,547,8
10122,368,2
10123,833,11
10124,326,3
10125,350,4
10126,214,3
10127,172,3
10128,155,3
10129,360,7
10130,184,3
10131,430,7
10132,331,6
10133,406,4
10134,160,2
10135,192,0
10136,177,3
10137,79,0
10138,167,2
10139,219,2
10140,1171,6
10141,1015,11
10142,1771,18
10143,378,1
10144,211,3
10145,290,2
10146,159,3
10147,142,2
10148,440,2
10149,288,6
10150,392,6
10151,903,9
10153,641,12
10154,131,3
10155,278,4
10156,560,11
10157,250,3
10158,540,1
10159,150,2
10160,69,0
10161,90,6
10162,424,4
10163,162,0
10164,684,5
10165,466,7
10166,553,16
10167,121,0
10168,118,0
10169,386,2
10170,767,11
10171,390,3
10172,315,1
10173,433,0
10174,339,4
10175,325,4
10176,222,1
10177,179,3
10178,352,5
10179,477,6
10180,158,1
10181,396,7
10182,161,3
10183,61,0
10184,213,4
10185,338,3
10186,546,3
10187,572,2
10188,334,3
10189,126,4
10190,617,10
10191,725,11
10192,203,2
10193,484,2
10194,193,13
10195,469,8
10196,402,5
10197,192,4
10198,115,1
10199,693,6
10200,133,0
10201,101,1
10202,244,0
10203,524,9
10204,134,1
10205,154,0
